"","logFC","AveExpr","t","P.Value","adj.P.Val","B","change"
"ENSG00000274712.1",0.535682283992291,1.2954919130259,7.32040737284814,7.52475874584002e-13,2.41733395238524e-12,17.7920124473775,"NOT"
"ENSG00000089234.15",0.248211169267057,4.41402425637432,7.38104246149553,4.95394727327926e-13,1.60927050483414e-12,17.7886693664505,"NOT"
"ENSG00000167112.9",-0.401891785649103,4.88916263649314,-7.39116337077985,4.6188253796349e-13,1.50377349011669e-12,17.7763210167083,"NOT"
"ENSG00000233110.1",1.06828186974706,-2.22611224403716,7.27938091015458,9.96867542919836e-13,3.17747424041821e-12,17.7609562800767,"NOT"
"ENSG00000005189.19",0.574422119903835,1.32766954969663,7.31483685276414,7.81825602868219e-13,2.50912075666188e-12,17.7569948672082,"NOT"
"ENSG00000180113.15",0.990077919590625,0.308180718820319,7.29799171537334,8.77602633157262e-13,2.80749657526612e-12,17.7533893472521,"NOT"
"ENSG00000259352.1",-1.67428671153472,-4.0446375639429,-7.27758562186421,1.00918250867329e-12,3.21602133445785e-12,17.747502763945,"NOT"
"ENSG00000205808.5",-0.37511566592868,3.01329582666503,-7.35599687507562,5.88958364107475e-13,1.90234993525701e-12,17.7403588152444,"NOT"
"ENSG00000170684.8",0.843327372385163,-0.21841761035462,7.29022044876114,9.25592528926443e-13,2.95613150881272e-12,17.7372664128289,"NOT"
"ENSG00000164451.13",-1.21517391444277,-4.76997736333738,-7.27572050250802,1.02213498040648e-12,3.25622520099859e-12,17.7372566598081,"NOT"
"ENSG00000179477.9",1.47204676337077,-1.515847898569,7.2756555871223,1.02258872309688e-12,3.25731317909207e-12,17.7256130986429,"NOT"
"ENSG00000160961.11",0.407328497640382,3.2598073438284,7.34887604258436,6.18597805014456e-13,1.99608685831513e-12,17.7239371737888,"NOT"
"ENSG00000187134.12",-1.18988711991326,4.70014098741694,-7.38479400718099,4.82702448847063e-13,1.56909380420943e-12,17.7143057274511,"NOT"
"ENSG00000164168.7",-0.458932890172674,4.88481947636753,-7.38047713310149,4.97335616176086e-13,1.61539461274742e-12,17.702135854216,"NOT"
"ENSG00000185046.18",0.883821481665637,2.43157360695391,7.32050744285948,7.51958667916849e-13,2.41593982026639e-12,17.6942464703005,"NOT"
"ENSG00000198680.4",0.552255700478627,4.1655658603979,7.35891053449305,5.77237639190733e-13,1.86607309826119e-12,17.6888411532944,"NOT"
"ENSG00000197915.5",-1.14208117553524,-0.670122346773594,-7.29232047073586,9.12375457818376e-13,2.91584427033455e-12,17.6807120904682,"NOT"
"ENSG00000170989.8",0.911852947782529,5.95290195065857,7.37794695981391,5.0611432044119e-13,1.64243829950867e-12,17.6791715578164,"NOT"
"ENSG00000236383.7",1.02384839101776,0.383640593460111,7.28648772093197,9.49552014568868e-13,3.02931932544091e-12,17.6731572461557,"NOT"
"ENSG00000188559.13",-0.571478872694597,5.25035851368634,-7.37893391110815,5.02671994090447e-13,1.6318146324209e-12,17.6637743343669,"NOT"
"ENSG00000126970.15",-0.456456885818883,3.03853383316016,-7.34606418440914,6.30701783963209e-13,2.03469148377594e-12,17.6619802766581,"NOT"
"ENSG00000101447.13",0.911816244338556,1.64436287234686,7.30270281332808,8.49710963796961e-13,2.72126897541728e-12,17.6603588593289,"NOT"
"ENSG00000213642.3",1.34808433130975,-4.98738352517322,7.26972949127324,1.06485622817693e-12,3.3886034451086e-12,17.6591630127928,"NOT"
"ENSG00000049192.14",-0.837245383741487,-0.234503790719526,-7.29123858270274,9.19161264380833e-13,2.93623769520732e-12,17.6552003637314,"NOT"
"ENSG00000278309.1",-1.50290916342554,-2.08311698786833,-7.27457519391763,1.03016956302363e-12,3.28074079073524e-12,17.6511338976996,"NOT"
"ENSG00000241852.9",0.490123505993691,3.51386116103164,7.34135927846847,6.51477871110913e-13,2.09984955124867e-12,17.6460433358992,"NOT"
"ENSG00000126785.12",0.802177550319772,4.34055430744208,7.35177327899898,6.06365430469181e-13,1.95748599926237e-12,17.645656964644,"NOT"
"ENSG00000071082.10",0.444978121091241,8.97059662250036,7.38504969640378,4.81849143019846e-13,1.56649544983771e-12,17.6316373853281,"NOT"
"ENSG00000115604.10",0.960532415042639,2.6913504174521,7.31622345851084,7.74416308307132e-13,2.48589176604894e-12,17.6300331141809,"NOT"
"ENSG00000268869.5",-1.44406572330555,-2.43253395651518,-7.26687107584041,1.08585349349588e-12,3.45428514343685e-12,17.6207316535237,"NOT"
"ENSG00000248275.1",-0.47317189888594,2.34811264727221,-7.32534545688541,7.2736653159317e-13,2.33899995341145e-12,17.6156198486244,"NOT"
"ENSG00000178187.7",-0.774905742559205,-0.689488011555832,-7.27863239230995,1.00198400528498e-12,3.19343205813073e-12,17.6146711057361,"NOT"
"ENSG00000155657.23",0.940800555820575,2.37480233291511,7.30926124451161,8.12329289937291e-13,2.60442479182922e-12,17.6142187598369,"NOT"
"ENSG00000151353.14",0.366440992621171,4.81136248409625,7.3599884820827,5.72959823454044e-13,1.85273606013298e-12,17.6126653395,"NOT"
"ENSG00000164185.4",0.883968079897119,-2.79093637902141,7.25662361003366,1.16453044265277e-12,3.69808491225348e-12,17.6120061482738,"NOT"
"ENSG00000259760.1",1.18035708606175,-5.29027007400211,7.26277383542818,1.11666287407259e-12,3.54957177964702e-12,17.6090342460261,"NOT"
"ENSG00000100281.13",0.323212655925496,4.02349231596841,7.34570420125995,6.32268105192435e-13,2.03951786543792e-12,17.5993981446049,"NOT"
"ENSG00000106565.17",0.934651501235292,8.44488547498667,7.37872490306789,5.0339905181555e-13,1.63380940164892e-12,17.5979841237246,"NOT"
"ENSG00000277687.1",0.914310632860975,-2.07419518641578,7.25503013845212,1.177258193333e-12,3.7380941977344e-12,17.593928537245,"NOT"
"ENSG00000151553.14",0.363746996314817,4.92637356646018,7.35676242495962,5.85856310255221e-13,1.89254083529858e-12,17.5810432188354,"NOT"
"ENSG00000185668.6",1.10108633168039,-2.02316443874227,7.25275526617733,1.19566600169606e-12,3.79446814992653e-12,17.5795776615958,"NOT"
"ENSG00000158769.17",-0.465470290833421,6.82472665785503,-7.37427887093273,5.19112563587987e-13,1.68311462892553e-12,17.5788977615585,"NOT"
"ENSG00000254415.3",1.55664991699493,1.14602220445061,7.2758494241716,1.02123443662724e-12,3.25407064695418e-12,17.5746947174044,"NOT"
"ENSG00000176531.10",0.592531076682327,2.83262316258621,7.31343736939431,7.89374420225059e-13,2.53278714868808e-12,17.5609763716192,"NOT"
"ENSG00000213139.7",1.0541388035547,0.421765358684167,7.27032619021799,1.06052367023419e-12,3.37555647862128e-12,17.5608621771748,"NOT"
"ENSG00000247498.9",-1.05927048156733,0.642834975379439,-7.29236004555763,9.121281736641e-13,2.91537498519992e-12,17.5595262566768,"NOT"
"ENSG00000227741.1",0.82854251948975,-2.88520031900429,7.24722862553257,1.24157400280071e-12,3.93714469914681e-12,17.5493147666924,"NOT"
"ENSG00000141012.12",0.474423992198362,4.53764570452745,7.34441201423933,6.37922129153373e-13,2.05752748068415e-12,17.5391319555712,"NOT"
"ENSG00000114316.12",-0.311091648398707,5.37594685665206,-7.35890060576606,5.7727718688328e-13,1.86607309826119e-12,17.5306352191548,"NOT"
"ENSG00000267459.1",-1.62322889674584,-1.46369075635257,-7.26406074823529,1.10689439007064e-12,3.51929123362915e-12,17.5300654137301,"NOT"
"ENSG00000067082.14",0.776400908631109,8.14504955499256,7.36748526027029,5.44059872402054e-13,1.76222941596581e-12,17.524352811196,"NOT"
"ENSG00000182180.13",-0.331586201285629,5.6368335983442,-7.35920525567106,5.76064931452809e-13,1.86256930326588e-12,17.5189961216007,"NOT"
"ENSG00000205643.10",0.389631095156049,2.88172582288454,7.31021588193675,8.0702472111083e-13,2.58856144659541e-12,17.5172583119688,"NOT"
"ENSG00000141293.15",-0.828739740971391,3.4934863144148,-7.33695362924066,6.71542307186516e-13,2.16284015380478e-12,17.5135749608135,"NOT"
"ENSG00000145850.8",1.26366512205274,1.48770973199897,7.27344820885183,1.03813623523777e-12,3.30502404604324e-12,17.5061928865723,"NOT"
"ENSG00000227256.1",-0.898732453324965,-4.21366350489796,-7.24058220963438,1.29908402484649e-12,4.11187718878619e-12,17.505575222279,"NOT"
"ENSG00000115461.4",-1.16569438784336,9.75755751472057,-7.36625608935546,5.48697987907593e-13,1.77626133158799e-12,17.5043259190105,"NOT"
"ENSG00000101134.11",-0.979869650918224,1.58265600480104,-7.29948248999577,8.68680592840321e-13,2.78018019706586e-12,17.5041816241046,"NOT"
"ENSG00000150433.9",-0.284498897589041,3.42951891805966,-7.32851457116186,7.11688346853379e-13,2.2895981231899e-12,17.5036395478991,"NOT"
"ENSG00000225938.1",1.11133168845468,-3.464860861082,7.2415087765751,1.29091219726982e-12,4.08779473333587e-12,17.5034938926053,"NOT"
"ENSG00000119048.7",0.368854115213065,5.8233491042657,7.35432276955591,5.95798369158194e-13,1.92390900902675e-12,17.5005834063487,"NOT"
"ENSG00000236213.1",0.899825268985077,-5.66546074565382,7.2469828208868,1.24365559812759e-12,3.94331480616705e-12,17.4998859189241,"NOT"
"ENSG00000224675.1",-1.14837465539121,-5.31944633511226,-7.24071123733109,1.297943027417e-12,4.10916190780741e-12,17.4937436823629,"NOT"
"ENSG00000211802.3",1.21818825607179,-4.1645232647476,7.24164919430989,1.28967820709284e-12,4.08433278351006e-12,17.4901756522508,"NOT"
"ENSG00000255337.1",0.84070641961914,-1.04279981439235,7.24523406927987,1.25856429624487e-12,3.98884349186583e-12,17.4880246447944,"NOT"
"ENSG00000155085.15",-0.518275473081102,2.36701257490623,-7.30691260516934,8.25526265016578e-13,2.64554818330411e-12,17.4840731765547,"NOT"
"ENSG00000279347.1",1.02827988794022,-4.46965514079066,7.2406806307694,1.29821359334464e-12,4.10957024177426e-12,17.4797924764593,"NOT"
"ENSG00000004766.15",-0.346479960912392,4.31499335427492,-7.3398761607241,6.58165601970126e-13,2.12116995305162e-12,17.4779814090305,"NOT"
"ENSG00000267034.1",-1.35529585382836,-2.13786354611716,-7.24611180187177,1.25105948777594e-12,3.96592416259248e-12,17.473431976388,"NOT"
"ENSG00000121413.12",-0.634722166397103,5.47467477077655,-7.35264422631064,6.02734974245805e-13,1.94598249471463e-12,17.4716693198837,"NOT"
"ENSG00000256633.1",0.934451150768935,-3.95357829196525,7.23757878753547,1.32592391979096e-12,4.19454406233597e-12,17.4712968673901,"NOT"
"ENSG00000163516.13",0.763372778621032,5.04186889031773,7.33884705668868,6.62845729712657e-13,2.1357790080939e-12,17.4669000563514,"NOT"
"ENSG00000141527.16",1.4673686127859,0.139230834168415,7.24903283390596,1.22639960677973e-12,3.89072560791142e-12,17.4655249056515,"NOT"
"ENSG00000100036.12",0.553306730702091,1.65322817669079,7.27467425503805,1.02947218094365e-12,3.2788796282113e-12,17.4493322775958,"NOT"
"ENSG00000162975.4",1.62050957426726,-0.244819748079037,7.24075195238639,1.29758318707018e-12,4.10847081975696e-12,17.4421714279251,"NOT"
"ENSG00000152082.13",0.734448321251574,5.66475439148214,7.34203797106021,6.48439829121795e-13,2.09075383695402e-12,17.4421080144827,"NOT"
"ENSG00000273654.1",0.782084856928336,-0.836579965527077,7.23988757327053,1.30524369629221e-12,4.13092337639094e-12,17.4402960480807,"NOT"
"ENSG00000178636.8",-0.933209836771831,-4.94127082133298,-7.23186598072383,1.37848986107982e-12,4.35419177471345e-12,17.4389507371351,"NOT"
"ENSG00000178449.8",-0.445606269414606,4.86659553573559,-7.34148128220358,6.50930713275036e-13,2.09855203296767e-12,17.4372563723306,"NOT"
"ENSG00000163462.17",1.14335708683668,-0.282894280707119,7.24247263361419,1.28246514294753e-12,4.06281933792316e-12,17.4349941405235,"NOT"
"ENSG00000180697.8",0.928450085303499,-5.42356828997529,7.23625104880245,1.33796231877797e-12,4.23124387693731e-12,17.4319733781199,"NOT"
"ENSG00000140694.16",0.311822620943977,5.25979340770677,7.33718669559597,6.70465795941287e-13,2.15985235595958e-12,17.4195641136884,"NOT"
"ENSG00000104447.11",-0.512105753654217,4.03910027172609,-7.32749389103939,7.16701186250882e-13,2.30521408809085e-12,17.4097050239352,"NOT"
"ENSG00000082515.16",0.428820938101484,4.39672514741671,7.32306083379514,7.38879285592435e-13,2.37549526631817e-12,17.4089123795239,"NOT"
"ENSG00000152785.6",-1.34842251579707,-2.96653027186555,-7.228296797173,1.41236608479732e-12,4.45973951384272e-12,17.3952793880242,"NOT"
"ENSG00000155189.11",0.551288012178856,5.23352602836103,7.33114856344768,6.98910925892012e-13,2.24948875848477e-12,17.394987638591,"NOT"
"ENSG00000257511.1",0.656898365137103,-0.872880288320866,7.23397400153863,1.35885869491905e-12,4.29405265324174e-12,17.3940687857273,"NOT"
"ENSG00000180316.11",-1.44386323302219,-1.35618992184647,-7.24181655971594,1.28820891636716e-12,4.08057009686313e-12,17.3817089829932,"NOT"
"ENSG00000198081.10",0.297151170672791,3.96879366512189,7.31203686760023,7.97000508935511e-13,2.55697355718506e-12,17.3781271683262,"NOT"
"ENSG00000262461.5",0.8975439979159,-3.39956013874265,7.22112090622582,1.48297125943554e-12,4.67657983541033e-12,17.3707910123199,"NOT"
"ENSG00000168772.10",1.07251394836096,1.31313093901719,7.25231269936572,1.19927991793984e-12,3.80552089408593e-12,17.370474882061,"NOT"
"ENSG00000132780.16",0.478326826786747,5.79551598366013,7.33413750875604,6.84684897711279e-13,2.2044347372235e-12,17.3691799088627,"NOT"
"ENSG00000144504.15",0.394577648646288,3.05361758941554,7.29211258710384,9.13675506854801e-13,2.91967759401746e-12,17.3682788898171,"NOT"
"ENSG00000245970.2",0.842940327660964,0.743422098278082,7.24554917750081,1.25586497012952e-12,3.98072302697491e-12,17.3569936848829,"NOT"
"ENSG00000176177.9",1.18241227380793,-4.92578801787947,7.22346607067927,1.45952306805361e-12,4.60463663589738e-12,17.3532147974647,"NOT"
"ENSG00000278965.1",1.12191284459456,-3.56215263276219,7.2185795970631,1.50879892158262e-12,4.75647753871353e-12,17.3489245991352,"NOT"
"ENSG00000157303.10",-0.885095744628159,2.20574218521884,-7.28940121343708,9.30799529971475e-13,2.97145362488144e-12,17.3468333606931,"NOT"
"ENSG00000153879.8",0.36566047521289,5.037187274814,7.32238969593126,7.42295247651588e-13,2.38594901030868e-12,17.3380878711293,"NOT"
"ENSG00000215283.3",0.824708990606357,-3.04139828979844,7.21560151884529,1.53962883960456e-12,4.8520876296984e-12,17.3377410568861,"NOT"
"ENSG00000122641.9",1.33075011003587,3.63383268373903,7.28208374128388,9.78605507230189e-13,3.1199500052017e-12,17.329370079737,"NOT"
"ENSG00000186615.10",-0.645399112954782,0.343212231535415,-7.24884607578727,1.22796184401211e-12,3.89525601338269e-12,17.3279078580802,"NOT"
"ENSG00000133640.18",-1.0050669109427,0.65310849241834,-7.25693783451515,1.16203661926229e-12,3.69056930452871e-12,17.323731034377,"NOT"
"ENSG00000267607.1",1.28368602734423,-0.773801718029543,7.21896233855919,1.50488096339574e-12,4.74464153406055e-12,17.3137036041584,"NOT"
"ENSG00000065457.10",-0.480416659286256,3.50743010362161,-7.30346217980815,8.45297565556377e-13,2.70743344077178e-12,17.3118523952572,"NOT"
"ENSG00000091138.12",-1.20892065015937,-5.6538740161268,-7.2127911223279,1.5692906344493e-12,4.94395535275055e-12,17.3016025077697,"NOT"
"ENSG00000177182.10",1.19416228099629,-2.86422991149221,7.21044372892309,1.59449589158926e-12,5.02118295035026e-12,17.3010902792351,"NOT"
"ENSG00000103202.12",0.638201972431477,5.78143736418513,7.32224999251755,7.43008262461384e-13,2.38797639441276e-12,17.2980218464428,"NOT"
"ENSG00000271420.1",0.944151837146708,-1.30563367348531,7.21427405671454,1.55356993359813e-12,4.89495954436448e-12,17.2975567559118,"NOT"
"ENSG00000174236.3",0.72277678030998,0.0202792169876298,7.22785300014719,1.41663511522039e-12,4.47273297283496e-12,17.2964891745699,"NOT"
"ENSG00000249096.6",1.45667436035993,-3.11483289024693,7.21016492840394,1.59751584946927e-12,5.0301472695645e-12,17.2940544865046,"NOT"
"ENSG00000196557.10",-0.869076117065403,4.41587159350292,-7.31836359512863,7.63115936430868e-13,2.45070148870391e-12,17.2926875472327,"NOT"
"ENSG00000237949.1",-1.81131588038459,-1.63228365889888,-7.22731013249454,1.42187439746469e-12,4.48829846508022e-12,17.2918362967348,"NOT"
"ENSG00000115758.12",-0.521483668450861,6.43917691443294,-7.33000791066951,7.04416250272978e-13,2.26695660984291e-12,17.287225715818,"NOT"
"ENSG00000182048.11",1.95532393973953,-1.62603436299934,7.20920760136757,1.6079284621347e-12,5.06238459848788e-12,17.2863891116065,"NOT"
